Date,Close
03/01/2000 23:58:00,23.60056162
04/01/2000 23:58:00,23.86640947
05/01/2000 23:58:00,23.94333536
06/01/2000 23:58:00,24.18502749
07/01/2000 23:58:00,23.82565321
10/01/2000 23:58:00,23.69544412
11/01/2000 23:58:00,24.15548533
12/01/2000 23:58:00,23.96006645
13/01/2000 23:58:00,23.80618869
14/01/2000 23:58:00,23.52092345
17/01/2000 23:58:00,23.39998722
18/01/2000 23:58:00,23.49094545
19/01/2000 23:58:00,23.48898501
20/01/2000 23:58:00,23.49450826
21/01/2000 23:58:00,23.25814513
24/01/2000 23:58:00,23.20625
25/01/2000 23:58:00,23.10843501
26/01/2000 23:58:00,23.24730114
27/01/2000 23:58:00,22.90900143
28/01/2000 23:58:00,22.80893409
31/01/2000 23:58:00,22.62760474
01/02/2000 23:58:00,22.64515738
02/02/2000 23:58:00,22.80499612
03/02/2000 23:58:00,23.13993594
04/02/2000 23:58:00,22.95834061
07/02/2000 23:58:00,22.98724258
08/02/2000 23:58:00,23.05923445
09/02/2000 23:58:00,23.19664021
10/02/2000 23:58:00,22.9833505
11/02/2000 23:58:00,23.02773161
14/02/2000 23:58:00,22.88569336
15/02/2000 23:58:00,22.95372546
16/02/2000 23:58:00,23.17958179
17/02/2000 23:58:00,23.23692287
18/02/2000 23:58:00,23.37176466
21/02/2000 23:58:00,23.53340318
22/02/2000 23:58:00,23.86576659
23/02/2000 23:58:00,23.66307646
24/02/2000 23:58:00,23.43913676
25/02/2000 23:58:00,22.88849808
28/02/2000 23:58:00,22.81430633
29/02/2000 23:58:00,22.81311797
01/03/2000 23:58:00,22.92759371
02/03/2000 23:58:00,22.69210003
03/03/2000 23:58:00,22.66937744
06/03/2000 23:58:00,22.6546666
07/03/2000 23:58:00,22.66786014
08/03/2000 23:58:00,22.65437982
09/03/2000 23:58:00,22.7631024
13/03/2000 23:58:00,22.65213204
15/03/2000 23:58:00,22.83233513
16/03/2000 23:58:00,22.81468529
17/03/2000 23:58:00,22.86662636
20/03/2000 23:58:00,22.91339519
21/03/2000 23:58:00,22.47084006
22/03/2000 23:58:00,22.53554769
23/03/2000 23:58:00,22.85462489
24/03/2000 23:58:00,23.23188732
27/03/2000 23:58:00,22.95002127
28/03/2000 23:58:00,22.76952787
29/03/2000 23:58:00,22.55787499
31/03/2000 23:58:00,22.70870868
03/04/2000 23:58:00,22.83193308
04/04/2000 23:58:00,23.11203292
05/04/2000 23:58:00,23.19141146
06/04/2000 23:58:00,23.19163192
07/04/2000 23:58:00,23.11670909
10/04/2000 23:58:00,23.2774444
11/04/2000 23:58:00,23.15744612
12/04/2000 23:58:00,23.16924546
13/04/2000 23:58:00,22.92234918
14/04/2000 23:58:00,23.24461884
17/04/2000 23:58:00,22.85076036
18/04/2000 23:58:00,22.69699299
19/04/2000 23:58:00,22.69652138
20/04/2000 23:58:00,22.64207226
25/04/2000 23:58:00,22.29064027
26/04/2000 23:58:00,22.42139286
27/04/2000 23:58:00,22.05413538
02/05/2000 23:58:00,22.37149496
03/05/2000 23:58:00,22.31309087
04/05/2000 23:58:00,22.15058679
05/05/2000 23:58:00,22.25948186
